"","dynamicColors","mergedColors"
"WDR48","green","black"
"WDR49","turquoise","turquoise"
"WDR5","cyan","cyan"
"WDR53","black","black"
"WDR54","pink","pink"
"WDR55","grey","grey"
"WDR59","yellow","black"
"WDR5B","yellow","black"
"WDR6","brown","pink"
"WDR60","turquoise","turquoise"
"WDR61","grey","grey"
"WDR62","midnightblue","cyan"
"WDR66","grey","grey"
"WDR7","blue","black"
"WDR70","blue","black"
"WDR73","yellow","black"
"WDR74","grey","grey"
"WDR75","green","black"
"WDR76","cyan","cyan"
"WDR77","grey","grey"
"WDR78","yellow","black"
"WDR81","grey","grey"
"WDR82","black","black"
"WDR83","brown","pink"
"WDR83OS","magenta","pink"
"WDR86","grey","grey"
"WDR88","yellow","black"
"WDR89","red","black"
"WDR90","brown","pink"
"WDR91","grey","grey"
"WDR92","yellow","black"
"WDR93","grey","grey"
"WDR97","brown","pink"
"WDSUB1","grey","grey"
"WDTC1","brown","pink"
"WDYHV1","grey","grey"
"WEE1","cyan","cyan"
"WEE2","grey","grey"
"WFDC1","grey","grey"
"WFDC2","grey","grey"
"WFIKKN1","grey","grey"
"WFS1","salmon","salmon"
"WHAMM","grey","grey"
"WIPF1","grey","grey"
"WIPF2","grey","grey"
"WIPI1","turquoise","turquoise"
"WIPI2","grey","grey"
"WIZ","pink","pink"
"WLS","grey","grey"
"WNK1","blue","black"
"WNT1","greenyellow","greenyellow"
"WNT10A","greenyellow","greenyellow"
"WNT10B","grey","grey"
"WNT11","grey","grey"
"WNT16","grey","grey"
"WNT2B","grey","grey"
"WNT3","grey","grey"
"WNT4","grey","grey"
"WNT5B","turquoise","turquoise"
"WNT6","grey","grey"
"WNT8B","grey","grey"
"WRAP53","pink","pink"
"WRAP73","brown","pink"
"WRN","green","black"
"WRNIP1","turquoise","turquoise"
"WSB1","grey","grey"
"WSB2","turquoise","turquoise"
"WT1","turquoise","turquoise"
"WTAP","grey","grey"
"WWC2","grey","grey"
"WWC3","grey","grey"
"WWOX","turquoise","turquoise"
"WWP1","blue","black"
"WWP2","turquoise","turquoise"
"WWTR1","grey","grey"
"XAB2","brown","pink"
"XAF1","grey","grey"
"XCL1","greenyellow","greenyellow"
"XCL2","greenyellow","greenyellow"
"XG","grey","grey"
"XIAP","red","black"
"XK","purple","purple"
"XKR3","grey","grey"
"XKR5","grey","grey"
"XKR6","grey","grey"
"XKR8","grey","grey"
"XKRX","grey","grey"
"XPA","blue","black"
"XPC","grey","grey"
"XPNPEP1","grey","grey"
"XPNPEP2","grey","grey"
"XPNPEP3","grey","grey"
"XPO1","red","black"
"XPO4","blue","black"
"XPO5","green","black"
"XPO6","grey","grey"
"XPO7","purple","purple"
"XPOT","green","black"
"XPR1","blue","black"
"XRCC1","pink","pink"
"XRCC2","cyan","cyan"
"XRCC3","brown","pink"
"XRCC4","pink","pink"
"XRCC5","black","black"
"XRCC6","black","black"
"XRN1","blue","black"
"XRN2","black","black"
"XRRA1","grey","grey"
"XXYLT1","grey","grey"
"XYLB","grey","grey"
"XYLT1","grey","grey"
"XYLT2","grey","grey"
"YAF2","blue","black"
"YARS","grey","grey"
"YARS2","green","black"
"YBEY","grey","grey"
"YBX1","grey","grey"
"YBX3","grey","grey"
"YDJC","magenta","pink"
"YEATS2","green","black"
"YEATS4","cyan","cyan"
"YES1","turquoise","turquoise"
"YIF1A","magenta","pink"
"YIF1B","magenta","pink"
"YIPF1","turquoise","turquoise"
"YIPF2","pink","pink"
"YIPF3","magenta","pink"
"YIPF4","magenta","pink"
"YIPF5","black","black"
"YIPF6","red","black"
"YJEFN3","grey","grey"
"YKT6","grey","grey"
"YLPM1","green","black"
"YME1L1","black","black"
"YOD1","grey","grey"
"YPEL1","turquoise","turquoise"
"YPEL2","turquoise","turquoise"
"YPEL3","brown","pink"
"YPEL4","purple","purple"
"YPEL5","grey","grey"
"YRDC","grey","grey"
"YTHDC1","blue","black"
"YTHDC2","blue","black"
"YTHDF1","grey","grey"
"YTHDF2","black","black"
"YTHDF3","blue","black"
"YWHAB","grey","grey"
"YWHAE","grey","grey"
"YWHAG","grey","grey"
"YWHAH","turquoise","turquoise"
"YWHAQ","black","black"
"YWHAZ","grey","grey"
"YY1","black","black"
"YY1AP1","grey","grey"
"YY2","green","black"
"ZACN","grey","grey"
"ZADH2","red","black"
"ZAP70","greenyellow","greenyellow"
"ZAR1","grey","grey"
"ZAR1L","grey","grey"
"ZBED1","grey","grey"
"ZBED2","turquoise","turquoise"
"ZBED3","turquoise","turquoise"
"ZBED4","turquoise","turquoise"
"ZBED5","yellow","black"
"ZBED6","blue","black"
"ZBED6CL","grey","grey"
"ZBED8","yellow","black"
"ZBP1","greenyellow","greenyellow"
"ZBTB1","blue","black"
"ZBTB10","grey","grey"
"ZBTB11","blue","black"
"ZBTB12","turquoise","turquoise"
"ZBTB14","red","black"
"ZBTB16","grey","grey"
"ZBTB17","brown","pink"
"ZBTB18","grey","grey"
"ZBTB2","grey","grey"
"ZBTB20","blue","black"
"ZBTB21","grey","grey"
"ZBTB22","magenta","pink"
"ZBTB24","red","black"
"ZBTB25","blue","black"
"ZBTB26","yellow","black"
"ZBTB3","yellow","black"
"ZBTB32","grey","grey"
"ZBTB33","black","black"
"ZBTB34","grey","grey"
"ZBTB37","blue","black"
"ZBTB38","turquoise","turquoise"
"ZBTB39","yellow","black"
"ZBTB4","grey","grey"
"ZBTB40","grey","grey"
"ZBTB41","blue","black"
"ZBTB42","turquoise","turquoise"
"ZBTB43","grey","grey"
"ZBTB44","red","black"
"ZBTB45","magenta","pink"
"ZBTB46","grey","grey"
"ZBTB47","turquoise","turquoise"
"ZBTB48","brown","pink"
"ZBTB49","grey","grey"
"ZBTB5","yellow","black"
"ZBTB6","yellow","black"
"ZBTB7A","grey","grey"
"ZBTB7B","turquoise","turquoise"
"ZBTB8A","yellow","black"
"ZBTB8OS","grey","grey"
"ZC2HC1A","grey","grey"
"ZC2HC1C","grey","grey"
"ZC3H10","grey","grey"
"ZC3H11A","blue","black"
"ZC3H12A","red","black"
"ZC3H12B","yellow","black"
"ZC3H12C","grey","grey"
"ZC3H12D","turquoise","turquoise"
"ZC3H13","black","black"
"ZC3H14","green","black"
"ZC3H15","black","black"
"ZC3H18","grey","grey"
"ZC3H3","brown","pink"
"ZC3H4","grey","grey"
"ZC3H6","grey","grey"
"ZC3H7A","blue","black"
"ZC3H7B","pink","pink"
"ZC3H8","green","black"
"ZC3HAV1","grey","grey"
"ZC3HAV1L","green","black"
"ZC3HC1","grey","grey"
"ZC4H2","grey","grey"
"ZCCHC10","red","black"
"ZCCHC14","grey","grey"
"ZCCHC17","grey","grey"
"ZCCHC18","turquoise","turquoise"
"ZCCHC2","grey","grey"
"ZCCHC24","turquoise","turquoise"
"ZCCHC3","grey","grey"
"ZCCHC4","green","black"
"ZCCHC7","red","black"
"ZCCHC8","grey","grey"
"ZCCHC9","red","black"
"ZCRB1","tan","tan"
"ZCWPW1","turquoise","turquoise"
"ZCWPW2","grey","grey"
"ZDBF2","greenyellow","greenyellow"
"ZDHHC1","grey","grey"
"ZDHHC11","grey","grey"
"ZDHHC12","magenta","pink"
"ZDHHC13","red","black"
"ZDHHC14","grey","grey"
"ZDHHC15","grey","grey"
"ZDHHC16","grey","grey"
"ZDHHC17","blue","black"
"ZDHHC18","green","black"
"ZDHHC2","grey","grey"
"ZDHHC20","pink","pink"
"ZDHHC21","red","black"
"ZDHHC23","turquoise","turquoise"
"ZDHHC24","turquoise","turquoise"
"ZDHHC3","grey","grey"
"ZDHHC4","grey","grey"
"ZDHHC5","grey","grey"
"ZDHHC6","red","black"
"ZDHHC7","turquoise","turquoise"
"ZDHHC8","brown","pink"
"ZDHHC9","turquoise","turquoise"
"ZEB1","grey","grey"
"ZEB2","turquoise","turquoise"
"ZER1","pink","pink"
"ZFAND1","tan","tan"
"ZFAND2A","yellow","black"
"ZFAND2B","brown","pink"
"ZFAND3","grey","grey"
"ZFAND4","grey","grey"
"ZFAND5","turquoise","turquoise"
"ZFAND6","grey","grey"
"ZFAT","grey","grey"
"ZFC3H1","blue","black"
"ZFHX2","yellow","black"
"ZFHX3","grey","grey"
"ZFP1","green","black"
"ZFP14","yellow","black"
"ZFP2","yellow","black"
"ZFP28","yellow","black"
"ZFP3","grey","grey"
"ZFP30","yellow","black"
"ZFP36","turquoise","turquoise"
"ZFP36L1","turquoise","turquoise"
"ZFP36L2","grey","grey"
"ZFP41","grey","grey"
"ZFP62","yellow","black"
"ZFP64","grey","grey"
"ZFP69","yellow","black"
"ZFP69B","blue","black"
"ZFP82","yellow","black"
"ZFP90","grey","grey"
"ZFP91","black","black"
"ZFP92","grey","grey"
"ZFPL1","magenta","pink"
"ZFPM1","purple","purple"
"ZFR","grey","grey"
"ZFX","blue","black"
"ZFY","grey","grey"
"ZFYVE1","grey","grey"
"ZFYVE16","blue","black"
"ZFYVE19","brown","pink"
"ZFYVE21","grey","grey"
"ZFYVE26","blue","black"
"ZFYVE27","brown","pink"
"ZFYVE28","grey","grey"
"ZFYVE9","grey","grey"
"ZG16B","grey","grey"
"ZGLP1","grey","grey"
"ZGPAT","brown","pink"
"ZGRF1","cyan","cyan"
"ZHX1","black","black"
"ZHX1-C8orf76","grey","grey"
"ZHX2","grey","grey"
"ZHX3","grey","grey"
"ZIK1","yellow","black"
"ZKSCAN1","red","black"
"ZKSCAN2","green","black"
"ZKSCAN3","yellow","black"
"ZKSCAN4","yellow","black"
"ZKSCAN5","grey","grey"
"ZKSCAN7","yellow","black"
"ZKSCAN8","yellow","black"
"ZMAT1","yellow","black"
"ZMAT2","grey","grey"
"ZMAT3","grey","grey"
"ZMAT5","blue","black"
"ZMIZ1","grey","grey"
"ZMIZ2","brown","pink"
"ZMPSTE24","red","black"
"ZMYM1","yellow","black"
"ZMYM2","blue","black"
"ZMYM3","turquoise","turquoise"
"ZMYM4","red","black"
"ZMYM5","yellow","black"
"ZMYM6","red","black"
"ZMYND10","grey","grey"
"ZMYND11","green","black"
"ZMYND12","grey","grey"
"ZMYND15","turquoise","turquoise"
"ZMYND19","pink","pink"
"ZMYND8","grey","grey"
"ZNF10","yellow","black"
"ZNF100","red","black"
"ZNF101","yellow","black"
"ZNF106","turquoise","turquoise"
"ZNF107","yellow","black"
"ZNF112","grey","grey"
"ZNF114","turquoise","turquoise"
"ZNF117","yellow","black"
"ZNF12","blue","black"
"ZNF121","yellow","black"
"ZNF124","blue","black"
"ZNF131","green","black"
"ZNF132","yellow","black"
"ZNF133","yellow","black"
"ZNF134","yellow","black"
"ZNF135","grey","grey"
"ZNF136","yellow","black"
"ZNF138","yellow","black"
"ZNF14","yellow","black"
"ZNF140","yellow","black"
"ZNF141","yellow","black"
"ZNF142","brown","pink"
"ZNF143","pink","pink"
"ZNF146","red","black"
"ZNF148","blue","black"
"ZNF154","yellow","black"
"ZNF155","yellow","black"
"ZNF157","grey","grey"
"ZNF16","grey","grey"
"ZNF160","yellow","black"
"ZNF165","turquoise","turquoise"
"ZNF169","yellow","black"
"ZNF17","yellow","black"
"ZNF174","yellow","black"
"ZNF175","yellow","black"
"ZNF177","yellow","black"
"ZNF18","grey","grey"
"ZNF180","yellow","black"
"ZNF181","yellow","black"
"ZNF182","yellow","black"
"ZNF184","yellow","black"
"ZNF185","grey","grey"
"ZNF189","red","black"
"ZNF19","yellow","black"
"ZNF195","yellow","black"
"ZNF197","yellow","black"
"ZNF2","yellow","black"
"ZNF20","yellow","black"
"ZNF200","yellow","black"
"ZNF202","yellow","black"
"ZNF205","grey","grey"
"ZNF207","blue","black"
"ZNF211","yellow","black"
"ZNF212","grey","grey"
"ZNF213","brown","pink"
"ZNF215","grey","grey"
"ZNF217","blue","black"
"ZNF219","grey","grey"
"ZNF22","black","black"
"ZNF221","yellow","black"
"ZNF222","yellow","black"
"ZNF223","yellow","black"
"ZNF224","yellow","black"
"ZNF225","yellow","black"
"ZNF226","yellow","black"
"ZNF227","yellow","black"
"ZNF229","grey","grey"
"ZNF23","yellow","black"
"ZNF230","grey","grey"
"ZNF232","grey","grey"
"ZNF233","yellow","black"
"ZNF234","yellow","black"
"ZNF235","yellow","black"
"ZNF236","blue","black"
"ZNF239","grey","grey"
"ZNF24","red","black"
"ZNF248","yellow","black"
"ZNF25","pink","pink"
"ZNF250","yellow","black"
"ZNF251","yellow","black"
"ZNF253","yellow","black"
"ZNF254","yellow","black"
"ZNF256","yellow","black"
"ZNF257","grey","grey"
"ZNF26","yellow","black"
"ZNF260","yellow","black"
"ZNF263","grey","grey"
"ZNF264","yellow","black"
"ZNF266","grey","grey"
"ZNF267","blue","black"
"ZNF268","yellow","black"
"ZNF273","yellow","black"
"ZNF274","yellow","black"
"ZNF275","grey","grey"
"ZNF276","brown","pink"
"ZNF277","grey","grey"
"ZNF28","red","black"
"ZNF280B","yellow","black"
"ZNF280C","green","black"
"ZNF280D","blue","black"
"ZNF281","black","black"
"ZNF282","pink","pink"
"ZNF283","yellow","black"
"ZNF284","yellow","black"
"ZNF285","yellow","black"
"ZNF286A","grey","grey"
"ZNF287","greenyellow","greenyellow"
"ZNF292","blue","black"
"ZNF296","magenta","pink"
"ZNF3","turquoise","turquoise"
"ZNF30","yellow","black"
"ZNF300","grey","grey"
"ZNF302","yellow","black"
"ZNF304","yellow","black"
"ZNF311","grey","grey"
"ZNF316","brown","pink"
"ZNF317","grey","grey"
"ZNF318","turquoise","turquoise"
"ZNF319","grey","grey"
"ZNF32","grey","grey"
"ZNF320","yellow","black"
"ZNF322","yellow","black"
"ZNF324","pink","pink"
"ZNF324B","grey","grey"
"ZNF326","blue","black"
"ZNF329","yellow","black"
"ZNF330","black","black"
"ZNF331","grey","grey"
"ZNF333","grey","grey"
"ZNF334","grey","grey"
"ZNF335","magenta","pink"
"ZNF337","yellow","black"
"ZNF33A","blue","black"
"ZNF33B","yellow","black"
"ZNF34","grey","grey"
"ZNF341","brown","pink"
"ZNF343","yellow","black"
"ZNF345","yellow","black"
"ZNF346","grey","grey"
"ZNF347","yellow","black"
"ZNF35","red","black"
"ZNF350","grey","grey"
"ZNF354A","grey","grey"
"ZNF354B","yellow","black"
"ZNF354C","grey","grey"
"ZNF358","brown","pink"
"ZNF362","pink","pink"
"ZNF366","turquoise","turquoise"
"ZNF367","cyan","cyan"
"ZNF37A","red","black"
"ZNF382","yellow","black"
"ZNF383","yellow","black"
"ZNF384","pink","pink"
"ZNF385A","turquoise","turquoise"
"ZNF385C","turquoise","turquoise"
"ZNF391","grey","grey"
"ZNF394","grey","grey"
"ZNF395","turquoise","turquoise"
"ZNF396","grey","grey"
"ZNF397","yellow","black"
"ZNF398","blue","black"
"ZNF404","yellow","black"
"ZNF407","lightcyan","lightcyan"
"ZNF408","brown","pink"
"ZNF41","blue","black"
"ZNF410","grey","grey"
"ZNF414","magenta","pink"
"ZNF415","yellow","black"
"ZNF416","yellow","black"
"ZNF417","yellow","black"
"ZNF418","grey","grey"
"ZNF419","yellow","black"
"ZNF420","yellow","black"
"ZNF425","turquoise","turquoise"
"ZNF426","yellow","black"
"ZNF428","pink","pink"
"ZNF429","yellow","black"
"ZNF43","yellow","black"
"ZNF430","red","black"
"ZNF431","yellow","black"
"ZNF432","yellow","black"
"ZNF433","yellow","black"
"ZNF436","yellow","black"
"ZNF438","turquoise","turquoise"
"ZNF439","yellow","black"
"ZNF44","yellow","black"
"ZNF440","yellow","black"
"ZNF441","yellow","black"
"ZNF442","yellow","black"
"ZNF443","yellow","black"
"ZNF444","brown","pink"
"ZNF445","yellow","black"
"ZNF446","pink","pink"
"ZNF449","grey","grey"
"ZNF45","yellow","black"
"ZNF451","blue","black"
"ZNF460","blue","black"
"ZNF461","yellow","black"
"ZNF462","grey","grey"
"ZNF467","turquoise","turquoise"
"ZNF468","red","black"
"ZNF469","grey","grey"
"ZNF470","yellow","black"
"ZNF471","yellow","black"
"ZNF473","green","black"
"ZNF474","grey","grey"
"ZNF48","pink","pink"
"ZNF480","yellow","black"
"ZNF483","greenyellow","greenyellow"
"ZNF484","blue","black"
"ZNF485","green","black"
"ZNF486","yellow","black"
"ZNF488","grey","grey"
"ZNF490","yellow","black"
"ZNF491","yellow","black"
"ZNF492","grey","grey"
"ZNF493","yellow","black"
"ZNF496","turquoise","turquoise"
"ZNF497","pink","pink"
"ZNF500","pink","pink"
"ZNF501","yellow","black"
"ZNF502","grey","grey"
"ZNF503","turquoise","turquoise"
"ZNF506","yellow","black"
"ZNF507","green","black"
"ZNF510","yellow","black"
"ZNF511","magenta","pink"
"ZNF512","yellow","black"
"ZNF512B","pink","pink"
"ZNF513","brown","pink"
"ZNF514","yellow","black"
"ZNF516","grey","grey"
"ZNF517","brown","pink"
"ZNF518A","blue","black"
"ZNF518B","grey","grey"
"ZNF519","red","black"
"ZNF521","grey","grey"
"ZNF524","magenta","pink"
